state_code,"county_code","value"
32,023,0.00204
30,087,0.00204
32,029,0.00204
30,085,0.00204
06,015,0.00204
30,083,0.00204
49,029,0.00204
46,039,0.00204
42,047,0.00204
46,033,0.00204
26,165,0.00204
17,027,0.00204
17,025,0.00204
48,373,0.00204
48,371,0.00204
48,377,0.00204
48,225,0.00204
72,145,0.00204
51,820,0.00204
48,081,0.00204
26,013,0.00204
26,011,0.00204
02,070,0.00204
26,019,0.00204
42,113,0.00204
48,227,0.00204
46,063,0.00204
29,229,0.00204
72,147,0.00204
29,221,0.00204
29,223,0.00204
29,225,0.00204
29,227,0.00204
37,033,0.00204
05,089,0.00204
37,037,0.00204
05,083,0.00204
05,081,0.00204
37,039,0.00204
05,087,0.00204
36,039,0.00204
46,069,0.00204
42,131,0.00204
48,191,0.00204
36,031,0.00204
36,035,0.00204
08,009,0.00204
54,093,0.00204
54,095,0.00204
72,011,0.00204
48,153,0.00204
48,151,0.00204
48,155,0.00204
48,405,0.00204
48,159,0.00204
48,401,0.00204
48,403,0.00204
13,049,0.00204
41,021,0.00204
45,075,0.00204
41,023,0.00204
41,025,0.00204
45,071,0.00204
41,027,0.00204
48,089,0.00204
13,043,0.00204
13,047,0.00204
18,041,0.00204
48,223,0.00204
18,045,0.00204
72,143,0.00204
48,087,0.00204
55,078,0.00204
29,001,0.00204
29,003,0.00204
29,005,0.00204
29,007,0.00204
29,009,0.00204
31,171,0.00204
37,149,0.00204
72,115,0.00204
37,143,0.00204
37,145,0.00204
51,530,0.00204
05,029,0.00204
31,139,0.00204
48,173,0.00204
51,025,0.00204
31,135,0.00204
31,137,0.00204
31,131,0.00204
31,133,0.00204
51,015,0.00204
18,139,0.00204
18,131,0.00204
18,133,0.00204
48,079,0.00204
31,173,0.00204
53,059,0.00204
72,113,0.00204
72,111,0.00204
29,179,0.00204
30,089,0.00204
29,175,0.00204
29,177,0.00204
29,171,0.00204
29,173,0.00204
35,006,0.00204
08,007,0.00204
08,003,0.00204
31,175,0.00204
48,279,0.00204
72,119,0.00204
